K,collision_rate,episodes,fall_out_rate,mean_best_of_K_G_total,mean_both_side_routes_covered,mean_center_route_fraction,mean_episode_length,mean_feasible_proposal_rate,mean_feasible_side_route_coverage,mean_final_distance_to_goal,mean_invalid_action_fraction,mean_invalid_route_fraction,mean_left_route_fraction,mean_planning_time_per_decision,mean_proposal_time_per_decision,mean_right_route_fraction,mean_rollout_scoring_time_per_decision,mean_route_entropy,mean_total_planning_time_per_episode,mean_total_wall_clock_time_per_episode,mean_wall_clock_time_per_decision,model,success_rate,timeout_rate,variant
32,0.3333333333333333,18,0.0,26.336919667093625,0.0,0.27873780794693387,34.94444444444444,0.7850683478172755,0.0,0.4433496838642491,0.0,0.2149316521827245,0.182336907186385,0.09351692082878851,0.007906374944249613,0.3239936326839567,0.08549912552991389,0.14765412675086698,3.306701838009758,3.3352864542102907,0.09432547163909723,transformer_aif,0.5555555555555556,0.1111111111111111,generator_aif_score
64,0.3333333333333333,18,0.05555555555555555,25.573031317469415,0.0,0.27391878813349196,33.888888888888886,0.7801772648915202,0.0,0.48440447863605285,0.0,0.21982273510847983,0.16170281658580066,0.17101545192606477,0.0006035329495257105,0.34455566017222755,0.17031759954986514,0.11908239022992356,5.862512050933826,5.8986998679950675,0.17207257243045898,bc_mdn_aif,0.5555555555555556,0.05555555555555555,generator_aif_score
64,0.0,18,0.0,7.528403624060617,0.0,0.26324272357516904,40.22222222222222,0.9353274073893059,0.0,0.14656489549411666,0.0,0.06467259261069425,0.2988050374615916,0.17672663578414313,0.0003114235687547144,0.3732796463525452,0.17631980677693207,0.18148606010147722,7.128549998871879,7.170791785549631,0.17777648021044426,cvae_aif,0.9444444444444444,0.05555555555555555,generator_aif_score
64,0.0,18,0.0,7.283913232832696,0.0,0.09802219734079737,41.44444444444444,0.9996496541188628,0.0,0.101616936425368,0.0,0.00035034588113717403,0.3945102584824322,0.2102492518013534,0.03043927673234696,0.5071171982956333,0.17971124203259603,0.06470280939388094,8.724204042645093,8.770355801948527,0.21136055981497756,diffusion_policy_aif,1.0,0.0,generator_aif_score
64,0.1111111111111111,18,0.1111111111111111,17.395973786136764,0.0,0.26248544808475316,47.94444444444444,0.8640383925865772,0.0,0.5802667513489723,0.0,0.13596160741342272,0.12850818559192267,0.1779767163681224,0.0034228350456420435,0.47304475890990133,0.17442775103224314,0.1620708224778874,8.592635179976545,8.643474363443804,0.1790329732001589,flow_matching_aif,0.6111111111111112,0.16666666666666666,generator_aif_score
64,0.3333333333333333,18,0.05555555555555555,21.36586403227364,0.0,0.3099172344882796,31.0,0.7839412302111444,0.0,0.4191260151565075,0.0,0.21605876978885555,0.14373271077754773,0.1810056888065832,0.008761485385832072,0.33029128494531707,0.17212112923537698,0.1251783435174026,5.6598300259114085,5.695029095293851,0.18213859395216384,transformer_aif,0.6111111111111112,0.0,generator_aif_score
8,0.4444444444444444,18,0.2777777777777778,42.064985358157955,0.0,0.310259958936028,33.05555555555556,0.7450057556326055,0.0,0.893377007295688,0.0,0.2549942443673945,0.1625225252127426,0.022053603258680027,0.0008678100094761499,0.27222327148383485,0.021106181218399852,0.07853805708679155,0.7328997742992619,0.7525302631127286,0.022648094425566596,bc_mdn_aif,0.2777777777777778,0.0,generator_aif_score
8,0.05555555555555555,18,0.2222222222222222,16.207346489518805,0.0008818342151675485,0.20164195249596586,43.611111111111114,0.8976701335165731,0.0008818342151675485,0.4899427004986339,0.0,0.1023298664834267,0.16327505050139232,0.022077046640269757,0.00022102460898163877,0.532753130519215,0.021778522754731525,0.15957332563790533,0.9650466914786698,0.9881416071665525,0.022606992067320766,cvae_aif,0.7222222222222222,0.0,generator_aif_score
8,0.0,18,0.0,7.696325288984172,0.0,0.11797121077108878,47.888888888888886,0.9997645951035783,0.0,0.10791278547710842,0.0,0.00023540489642184556,0.3694913501634558,0.04094962152736009,0.01839990070776581,0.5123020341690336,0.022469028023764395,0.055846437528195216,1.9616257379012596,1.9878226582012657,0.04149663753058,diffusion_policy_aif,1.0,0.0,generator_aif_score
8,0.2222222222222222,18,0.16666666666666666,26.495591637400437,0.0,0.26592077546228454,34.611111111111114,0.8257359636624986,0.0,0.5489308949973848,0.0,0.17426403633750148,0.12869264947358253,0.024899643062411922,0.002910707038531823,0.4311225387266314,0.021881692230038927,0.12186768230908296,0.8681806113971915,0.8870320938585792,0.025444455782710495,flow_matching_aif,0.6111111111111112,0.0,generator_aif_score
8,0.5,18,0.0,41.59728202196379,0.0,0.36102621070156327,26.61111111111111,0.7469172179006738,0.0,0.47110963447226417,0.0,0.2530827820993263,0.1291313014403292,0.02808889248693342,0.006864162812702294,0.25675970575878126,0.02112241407804008,0.0790868656263335,0.7546935411325345,0.7708287769346498,0.028693813567183542,transformer_aif,0.5,0.0,generator_aif_score
1,0.4444444444444444,18,0.4444444444444444,55.52688933339899,0.0,0.35650025022718385,34.77777777777778,0.7237617548651721,0.0,1.029295062025388,0.0,0.2762382451348279,0.19520012594205916,0.0032962600449287695,0.0005128062045209014,0.17206137869592905,0.002708997217057263,0.0,0.11543152444776045,0.13091402457212098,0.0037454235630724852,bc_mdn_aif,0.05555555555555555,0.05555555555555555,pure_generator_only
1,0.05555555555555555,18,0.7777777777777778,45.661451122473025,0.0,0.22998633992118547,36.611111111111114,0.7967926850790987,0.0,1.3231203005545669,0.0,0.20320731492090122,0.31433718934306026,0.0030298177493780346,0.00022395307368515887,0.2524691558148531,0.002733275468584997,0.0,0.11184393985442714,0.12799557631822406,0.0034712259292182307,cvae_aif,0.16666666666666666,0.0,pure_generator_only
1,0.05555555555555555,18,0.4444444444444444,34.72611580227066,0.0,0.1642714572026546,60.94444444444444,0.86406647778599,0.0,0.8007826014525361,0.0,0.13593352221401003,0.18112963770145343,0.017146099285696995,0.014242443783185359,0.518665382881882,0.002828921722196423,0.0,1.047771042908102,1.075077277161957,0.01759490408213594,diffusion_policy_aif,0.2777777777777778,0.2222222222222222,pure_generator_only
1,0.3333333333333333,18,0.5555555555555556,46.1693874764914,0.0,0.2445478834182922,39.111111111111114,0.7777031633844007,0.0,1.1700321787761316,0.0,0.22229683661559932,0.14171660359603622,0.005671984938706722,0.0028397800525760495,0.3914386763700723,0.0027587896781554305,0.0,0.2230853650900018,0.24064474362401395,0.006123775952254763,flow_matching_aif,0.1111111111111111,0.0,pure_generator_only
1,0.5555555555555556,18,0.2222222222222222,55.57751245752133,0.0,0.3218972004023557,32.94444444444444,0.7088966941062717,0.0,0.7563882569471995,0.0,0.2911033058937284,0.13735825689848677,0.009245107284360584,0.006404042422765724,0.2496412368054291,0.0027434856874137396,0.0,0.3057676977671993,0.320728586543636,0.00970379895072037,transformer_aif,0.16666666666666666,0.05555555555555555,pure_generator_only
